path_no,x(m),y(m)
735,-10.140550594333313,14.233523412701393
736,-10.140645357412176,14.207629430778683
737,-10.140745245179595,14.181663993923797
738,-10.140847686014148,14.155606785026865
739,-10.140960549130712,14.129535589520462
740,-10.141064390352236,14.103643042184238
741,-10.141173595013326,14.07767640242987
742,-10.141285447442145,14.051618039518658
743,-10.141407696281187,14.02554848822396
744,-10.141520919997157,13.999656645794358
745,-10.14163953188892,13.973688953766217
746,-10.141760882323794,13.947629628461835
747,-10.141892629411494,13.92156190793958
748,-10.142012152744938,13.896419124709105
749,-10.14214798406538,13.870914516107224
750,-10.142306990798147,13.845713188521316
751,-10.142480607741103,13.82024245419721
752,-10.142665497546876,13.79433293355923
753,-10.14287465287293,13.768370114418378
754,-10.143093598458112,13.742316934535326
755,-10.143325840357475,13.716240230175964
756,-10.14354565411594,13.690354626259364
757,-10.143756407695426,13.664396014425927
758,-10.143952590278495,13.638346948829847
759,-10.144124110370438,13.612280343663437
760,-10.144257212259042,13.586388689116493
761,-10.144394037086188,13.560425499578026
762,-10.144531743207654,13.535219505928838
763,-10.144682728939793,13.509700971672814
764,-10.144833338670896,13.48378767067332
765,-10.14498834503391,13.457828154101165
766,-10.14514593713483,13.431776907522043
767,-10.145313830311371,13.405698826263821
768,-10.145468985600395,13.379812545886319
769,-10.14561213626448,13.353855389927253
770,-10.145739598864077,13.327807782728295
771,-10.1458472643818,13.301733777663461
772,-10.145943617683328,13.275836538287235
773,-10.146045002265284,13.249874704506786
774,-10.146148681080637,13.22382100442732
775,-10.146263077808896,13.197745421740764
776,-10.146368580571723,13.171849368847106
777,-10.14647919641704,13.14588648095493
778,-10.14659219411813,13.119831801293998
779,-10.14671154186648,13.093760952492442
780,-10.146802175787254,13.067872084763927
781,-10.146882801904631,13.041909316087443
782,-10.14696493724883,13.015853397487287
783,-10.1470581475511,12.989780916191691
784,-10.147141725558944,12.963885845045722
785,-10.147230476303806,12.937920571003872
786,-10.147321539005993,12.911863626492773
787,-10.147419182093234,12.885795821426212
788,-10.147487759871492,12.859907609465681
789,-10.147537283113676,12.833947658380449
790,-10.147560992188053,12.80789150259337
791,-10.147595835033373,12.781823283122625
792,-10.147615173923842,12.75592876210454
793,-10.14764174272829,12.729961015618771
794,-10.147670901949525,12.703901995648756
795,-10.147713385556647,12.677835368523601
796,-10.147741147960787,12.651941083156512
797,-10.147775805075524,12.625972270357959
798,-10.147812829539358,12.599911992329647
799,-10.147862751761647,12.573847095685212
800,-10.147898624862924,12.54795295572356
801,-10.147941080279528,12.521983121018724
802,-10.147985815884114,12.4959218068828
803,-10.148043076914004,12.469858872477758
804,-10.148086883127784,12.443964726070316
805,-10.148137013420676,12.41799355713253
806,-10.14818944597617,12.391931075847056
807,-10.148254178327106,12.365870270018462
808,-10.148306063688917,12.339976246369899
809,-10.148361707279719,12.314005226832036
810,-10.148408750999494,12.28794488528851
811,-10.1484443371292,12.261893386144598
812,-10.148447842471668,12.23600284936254
813,-10.148453827481864,12.21002902116337
814,-10.148461951956977,12.183964207831385
815,-10.148484845668035,12.157909755502908
816,-10.14849000531636,12.132016899545075
817,-10.148502274336966,12.106042204036699
818,-10.14851830337392,12.079976903720308
819,-10.148548327344482,12.053924732363527
820,-10.148561835506877,12.028030558233285
821,-10.14858307971669,12.002054673687221
822,-10.14860740144769,11.975988144857249
823,-10.148645004084843,11.949938355333618
824,-10.148667419422534,11.924043470181394
825,-10.148696871773204,11.898066620229228
826,-10.148729086227373,11.87199904661861
827,-10.148773853381385,11.845951831126381
828,-10.14880474377552,11.820056021478836
829,-10.148841970296298,11.794077956148074
830,-10.148878014517857,11.768011837011487
831,-10.148904573036594,11.74197347827858
832,-10.1489085342033,11.716078529889089
833,-10.14891456143474,11.690099133325857
834,-10.148923006498434,11.664029254414247
835,-10.148944959871885,11.637989574616958
836,-10.148951553468887,11.61209309381792
837,-10.148964159518803,11.58611255424387
838,-10.148980677022923,11.56004202438917
839,-10.149009468393738,11.534005123502107
840,-10.149024747831817,11.508106768229519
841,-10.149046183355132,11.482125173980704
842,-10.14907088406777,11.45605363942657
843,-10.149106675014487,11.43001972592485
844,-10.149130925839179,11.404120068448702
845,-10.14915682653861,11.378139194693311
846,-10.149169905641456,11.352069981978538
847,-10.14917642831741,11.326038683258773
848,-10.14916956252623,11.30014089269904
849,-10.149163910992716,11.274156984827474
850,-10.14915923381772,11.248080587624031
851,-10.149161515184977,11.222050273293403
852,-10.149152818357079,11.196151353375788
853,-10.14914457926879,11.170166184180484
854,-10.149137658737613,11.144088518957393
855,-10.149136249549585,11.118060678176562
856,-10.149124537866202,11.092160846124672
857,-10.149112582286056,11.066174601848502
858,-10.149102107641605,11.040096074196617
859,-10.14909653295185,11.01407080577722
860,-10.14908066909681,10.988169921106483
861,-10.149064003799795,10.962182447787262
862,-10.149048895151548,10.936102997907183
863,-10.149038029068377,10.910080816646245
864,-10.149017229904915,10.88417882877011
865,-10.148995339124793,10.858190292044895
866,-10.148975016487551,10.832109891897463
867,-10.148958358061511,10.806090744622303
868,-10.148931900049917,10.780187392245615
869,-10.148904110936469,10.754197625283968
870,-10.14887793278051,10.728116267911755
871,-10.148855064130602,10.702100173713342
872,-10.14882211749948,10.676195686052289
873,-10.148787531933147,10.6502048984495
874,-10.14875462632015,10.62412289674434
875,-10.148724330897803,10.598109990655159
876,-10.148650986073411,10.572241964627398
877,-10.148446365790221,10.546283469424578
878,-10.14813207531151,10.520225412381999
879,-10.1476900462944,10.494240522810905
880,-10.14712070324543,10.468376405951739
881,-10.146448520499872,10.442417057932408
882,-10.145686563373877,10.416363484792676
883,-10.14484192511492,10.39037309194417
884,-10.143919059962496,10.364515795582136
885,-10.142927590367787,10.33855745096915
886,-10.141873273216977,10.312509621358126
887,-10.140771644883598,10.286534285384292
888,-10.139648504972818,10.261447740107824
889,-10.13837236439784,10.235905439520252
890,-10.13697791736544,10.209875206570397
891,-10.135554311882697,10.183944711440237
892,-10.13405088577996,10.158130686767048
893,-10.13246584068204,10.132209229158262
894,-10.130802328566922,10.106202361982179
895,-10.129089037477714,10.080247141004566
896,-10.127365513021545,10.054427122480819
897,-10.125628578893682,10.028496156683147
898,-10.123888018141145,10.002480371561932
899,-10.12216178514166,9.976523045379436
900,-10.120464188451564,9.950688547389133
901,-10.11878477478098,9.924744676461371
902,-10.117136032907883,9.898711499000346
903,-10.115533702087022,9.872738135623871
904,-10.113994717029435,9.846882757800904
905,-10.112504531559876,9.820918674960694
906,-10.111076912710148,9.794858328543178
907,-10.109719214598886,9.768882522964955
908,-10.108415389604545,9.743009280893647
909,-10.107154922018667,9.71703375764224
910,-10.105946726682955,9.69095964497708
911,-10.104811670869912,9.66496243247528
912,-10.10374437035147,9.639069629799334
913,-10.102718911988347,9.613082069677715
914,-10.10174859441296,9.586996387148371
915,-10.100840138951384,9.561031674746543
916,-10.099964041420382,9.53513190293912
917,-10.099117933740988,9.509140610627862
918,-10.09830563934225,9.483051137673353
919,-10.097552921895801,9.457067556533259
920,-10.096839519897923,9.431154893089278
921,-10.096160495703947,9.405154849933735
922,-10.095529918472545,9.379057162118276
923,-10.094955686151971,9.353093653486246
924,-10.094400823489552,9.327175390898951
925,-10.093876615167742,9.301172357248202
926,-10.093381661859453,9.275081680742286
927,-10.092911544410462,9.249066762442675
928,-10.092479093050056,9.223143830571406
929,-10.092074371137686,9.197139702968572
930,-10.091690039806283,9.17104789860079
931,-10.091326931987489,9.14505510670847
932,-10.090988075054286,9.119130635898037
933,-10.090674190474644,9.093124884115728
934,-10.090373911328,9.067032053223166
935,-10.090091364961376,9.041050007060512
936,-10.089823949760126,9.015125001912166
937,-10.089580407835063,8.989117482825195
938,-10.08934908671892,8.963023721097322
939,-10.089133432326788,8.937044648628971
940,-10.088929759645724,8.911119812286014
941,-10.088748926015962,8.885110292231577
942,-10.08858146302656,8.859015688125767
943,-10.088427765480485,8.833039463473005
944,-10.088285764170667,8.8071144379288
945,-10.088165934227415,8.781103382853377
946,-10.088060178249776,8.755008441029265
947,-10.087965474134228,8.72903279193026
948,-10.087882952104637,8.703107257796859
949,-10.087819424749863,8.67709592560274
950,-10.087763970660244,8.651001641153494
951,-10.087713902513162,8.625026994984983
952,-10.087674892163122,8.59910199674411
953,-10.087654031489896,8.573089228709755
954,-10.08764536169697,8.546994942567938
955,-10.087640700500463,8.521020240525033
956,-10.087654136104579,8.49509366368222
957,-10.087684150106641,8.469080149691049
958,-10.08772379259822,8.44298863034132
959,-10.087771885169706,8.41701426730396
960,-10.087837728497282,8.39108668376274
961,-10.087919948750574,8.365072314334128
962,-10.088011874885,8.338980552192462
963,-10.088111786393066,8.313008815226437
964,-10.088229810911603,8.287080501446539
965,-10.088374599216548,8.261059990404638
966,-10.088563898414618,8.234953594221514
967,-10.088797717637771,8.208962423530755
968,-10.089097189039954,8.183030471210387
969,-10.089425063990548,8.157011247030603
970,-10.089786588819791,8.130919921817107
971,-10.090150006227923,8.104961078776855
972,-10.09052377180488,8.079037049610154
973,-10.090902244335187,8.053022707014433
974,-10.091288197274245,8.026934551344523
975,-10.091667874065122,8.000986791747474
976,-10.092077607214241,7.975051994747962
977,-10.092587024932646,7.94901230457442
978,-10.093202461905229,7.922900716841492
979,-10.09390168976718,7.8969061418767925
980,-10.094716276417993,7.870970559276775
981,-10.095641967303632,7.844940287893014
982,-10.09667979933217,7.8188461898463775
983,-10.097810079327513,7.792908783199924
984,-10.099108992708919,7.766975270551045
985,-10.10056116601467,7.740960443509676
986,-10.102143651437919,7.714892633512252
987,-10.103835788869937,7.68899066788539
988,-10.105624434508421,7.663119943336063
989,-10.107496075380162,7.6371489157319825
990,-10.109430640408126,7.611413596017992
991,-10.111458293700723,7.58609039770766
992,-10.113618778188487,7.560337405831652
993,-10.115849902662257,7.5344073051446285
994,-10.118125395430322,7.508439422148374
995,-10.120408522678481,7.482588840461242
996,-10.122713961551717,7.4567928703043735
997,-10.125042733490302,7.430877776456353
998,-10.127379663231716,7.40492783333625
999,-10.129693523633216,7.3790884570252855
1000,-10.132007221362612,7.353297740521188
1001,-10.134318488363215,7.327387496863248
1002,-10.13659938583563,7.301437944675859
1003,-10.138814618438104,7.275607006553148
1004,-10.14099018225329,7.249796695302242
1005,-10.143156043471311,7.2238731682751425
1006,-10.145285687150453,7.197907154662591
1007,-10.147345118768268,7.172076251816464
1008,-10.14936131619408,7.146248690875146
1009,-10.151363881494667,7.12031123786088
1010,-10.153327132708217,7.09432766658675
1011,-10.155218858094896,7.068489840432748
1012,-10.157043922784565,7.042656107922464
1013,-10.158782991810341,7.016712673696992
1014,-10.160423787853983,6.990708661479879
1015,-10.161918648005992,6.9648700583957535
1016,-10.163308228549736,6.939005379643022
1017,-10.164603874855505,6.9130370835647215
1018,-10.16579655006517,6.8869953703836035
1019,-10.16688516953762,6.861122747223066
1020,-10.167897934715725,6.835227094222398
1021,-10.168851018181963,6.80923501069217
1022,-10.169718723195148,6.783175187525069
1023,-10.17048804872301,6.757271473852537
1024,-10.171192308064601,6.731365273030567
1025,-10.17185530334493,6.705350530177286
1026,-10.172524432426592,6.679268095924313
1027,-10.173183728001979,6.653350403220001
1028,-10.173851715438673,6.627424632264727
1029,-10.174524933322571,6.6014043800736015
1030,-10.17520678081225,6.5753234578660384
1031,-10.17587502432407,6.549405574860035
1032,-10.176551523635176,6.523479147280526
1033,-10.177233311524931,6.497458096501016
1034,-10.177923563073369,6.471377692881213
1035,-10.17860013465823,6.445461658096466
1036,-10.179285130169479,6.419534200890316
1037,-10.179972005215959,6.393513871514531
1038,-10.180649359642429,6.367438717025658
1039,-10.181291244679503,6.341544451346306
1040,-10.181905805861806,6.315623174474548
1041,-10.182492793174026,6.289601259106711
1042,-10.183074056484157,6.263522604515224
1043,-10.183623898594295,6.237619320064746
1044,-10.184149892907945,6.2116932762793775
1045,-10.184650087470185,6.18566755195407
1046,-10.18515060645225,6.159586356208663
1047,-10.185623962273741,6.133677910528802
1048,-10.18607686892776,6.1077480643106306
1049,-10.186498606048263,6.081723025663125
1050,-10.186897260616314,6.055638019143443
1051,-10.187284906575945,6.029722021941947
1052,-10.187677479462524,6.0037818355024815
1053,-10.18807314853532,5.977749534126308
1054,-10.188473806585215,5.951667066448533
1055,-10.188847115242641,5.925758355193703
1056,-10.189200087977426,5.899824850056789
1057,-10.189520211250231,5.873796201238975
1058,-10.189818661539332,5.84771052311111
1059,-10.19010764196061,5.821795131174527
1060,-10.190400734305824,5.795851569101735
1061,-10.190696417646695,5.769815789766603
1062,-10.191001649836624,5.7437285776802325
1063,-10.19129545670445,5.717825121355865
1064,-10.191575139926458,5.691884591627039
1065,-10.19183503739976,5.665852536029043
1066,-10.192061896118005,5.639774583697001
1067,-10.192248905365037,5.613862252692469
1068,-10.192436884270638,5.587915148184341
1069,-10.192626861599171,5.5618763056621185
1070,-10.192826573824831,5.535789368752671
1071,-10.193020059299574,5.509877381825077
1072,-10.19321739754671,5.483929466482196
1073,-10.19341681817689,5.457889641405544
1074,-10.19362619190027,5.431803443220374
1075,-10.193828942741382,5.405893198138471
1076,-10.194031268660341,5.379946947997758
1077,-10.194219664177952,5.353908681276393
1078,-10.194393798640041,5.327830874783561
1079,-10.194531080843573,5.301923548544591
1080,-10.194669978324308,5.275973103757555
1081,-10.194810643190374,5.24993071074797
1082,-10.194961583071523,5.223845733029103
1083,-10.1951060178847,5.197937754039334
1084,-10.195254662131816,5.171986166531799
1085,-10.195405154698511,5.145942611039587
1086,-10.195566141972828,5.11985843340274
1087,-10.195715631003406,5.093960329116337
1088,-10.195850783553437,5.068011689612986
1089,-10.195966346467557,5.041971867782744
1090,-10.196061355365426,5.015890866581879
1091,-10.196146296945782,4.9899842230405556
1092,-10.196235220315879,4.964030183535512
1093,-10.196325669052156,4.937984170484554
1094,-10.196427051300997,4.911901805968225
1095,-10.196520431718996,4.885996628074542
1096,-10.196618169139226,4.8600415575615425
1097,-10.196717510301035,4.833994553067653
1098,-10.196828011844087,4.807913195108346
1099,-10.196930036255743,4.7820091904595206
1100,-10.197033295326081,4.756054745934391
1101,-10.197125091480011,4.730009237495904
1102,-10.197205737682424,4.7039364006907665
1103,-10.197251189538132,4.678035863744842
1104,-10.19729986928499,4.652078170348265
1105,-10.197349954515413,4.626028978937642
1106,-10.197411710574716,4.599950067898837
1107,-10.197463281441447,4.574048665009336
1108,-10.197519533424545,4.548089978550397
1109,-10.197577245202956,4.522039509559152
1110,-10.197646698685098,4.4959617463688
1111,-10.197705961414382,4.470061243418002
1112,-10.197770029141351,4.444101614476317
1113,-10.197835626677561,4.418050098544972
1114,-10.197913040566597,4.391973616540871
1115,-10.197980040633992,4.366073899068853
1116,-10.198049597226294,4.340114268582926
1117,-10.198109916779373,4.314064362675996
1118,-10.198159320618805,4.287996533728935
1119,-10.19817534106445,4.262098539811762
1120,-10.198195949702248,4.236136208346453
1121,-10.19821850709404,4.210082699741438
1122,-10.198254871114527,4.184009890084551
1123,-10.198276840594314,4.158113857064431
1124,-10.198305186241447,4.13215071158289
1125,-10.198335281289255,4.10609587411231
1126,-10.198378906097613,4.080024432247284
1127,-10.198408277679484,4.054128664367556
1128,-10.198444017728695,4.028164555758386
1129,-10.198481392581026,4.002108664271381
1130,-10.198532142626929,3.9760387304310454
1131,-10.198568644160845,3.950142976912445
1132,-10.198611533423426,3.9241775239923995
1133,-10.19865604940957,3.8981204626044645
1134,-10.19870800562124,3.8720557945038974
1135,-10.19873067324689,3.846163592028098
1136,-10.198742982662171,3.8201983587570263
1137,-10.198757295283768,3.794140541273975
1138,-10.198787062146884,3.7680750538959606
1139,-10.19879908610977,3.742181681785407
1140,-10.19881900385636,3.71621380383509
1141,-10.198841072156348,3.6901546801178773
1142,-10.198878074526613,3.664090972941613
1143,-10.19889792879123,3.638197299318023
1144,-10.198925387753949,3.6122284074233875
1145,-10.198954781428242,3.5861682549130447
1146,-10.198998820285162,3.560106456623213
1147,-10.199026349109669,3.5342124720174106
1148,-10.19905710534773,3.508244738868089
1149,-10.199073338948724,3.4821866518656295
1150,-10.19908720945829,3.4561244615454085
1151,-10.199080261741365,3.430232974461365
1152,-10.199078947283041,3.4042615428886625
1153,-10.19907847636159,3.3781978657338936
1154,-10.199091431607204,3.352136913797829
1155,-10.1990852105927,3.326245526147368
1156,-10.199084720230507,3.300272778219482
1157,-10.19908527773363,3.2742081199122004
1158,-10.199099479791577,3.248150134261496
1159,-10.19909479243529,3.2222585556475587
1160,-10.199095816270368,3.1962847884692454
1161,-10.19909823113325,3.1702193854506207
1162,-10.1991146748965,3.1441651531763894
1163,-10.19911242182194,3.1182729613453617
1164,-10.199116302196847,3.0922979480860207
1165,-10.199122158743968,3.066231964642628
1166,-10.199142864527643,3.0401823806124146
1167,-10.199145048847429,3.0142891627185726
1168,-10.199154258372207,2.9883131549716
1169,-10.199166742608053,2.962246793323012
1170,-10.199194270063524,2.9362010711968565
1171,-10.199204183666799,2.91030641092583
1172,-10.199221748403431,2.8843293443515168
1173,-10.199241930036154,2.8582617172537086
1174,-10.199276152216312,2.8322187103589185
1175,-10.199294393794528,2.8063226561996664
1176,-10.199319638838622,2.7803446036492243
1177,-10.199343591117364,2.754278440798689
1178,-10.199359239088835,2.728242643808447
1179,-10.199352215246154,2.7023459452135206
1180,-10.19934583226071,2.676366545157904
1181,-10.199339838299274,2.650294079564215
1182,-10.199343327261703,2.62424908685246
1183,-10.199331307840254,2.5983551818416064
1184,-10.199321387819182,2.572374738066379
1185,-10.199312185298977,2.546300945558804
1186,-10.199310691099829,2.5202574358182614
1187,-10.199294356698637,2.4943632933455144
1188,-10.199279230907942,2.468381588337507
1189,-10.199264962606176,2.442306780807114
1190,-10.199257845524636,2.416265291501665
1191,-10.199235984892747,2.3903708560078565
1192,-10.19921461387084,2.364388130185907
1193,-10.19919418752751,2.3383126459078376
1194,-10.199179860460061,2.3122734481443223
1195,-10.199151585813244,2.286378394275484
1196,-10.19912322536037,2.260394434551785
1197,-10.199095864812373,2.234317952041529
1198,-10.199073956714825,2.208281138873784
1199,-10.199038433490598,2.182385298678405
1200,-10.199002399757413,2.1564002849856765
1201,-10.198967406178136,2.130322931045181
1202,-10.198937608938534,2.104288656822754
1203,-10.198894028372466,2.078391882364657
1204,-10.19884959034108,2.0524056458885496
1205,-10.198806233789192,2.0263273037667053
1206,-10.198767265128739,2.000296274550093
1207,-10.198714988755022,1.9743983673587218
1208,-10.198663190389214,1.9484103614442703
1209,-10.198617825830445,1.9223305967472373
1210,-10.198576637197476,1.8963034116704802
1211,-10.198522807569304,1.8704037811745131
1212,-10.198467591084706,1.8444152157004843
1213,-10.19841352662108,1.8183348722682489
1214,-10.198363167869704,1.7923113177302277
1215,-10.198299424188114,1.7664103646154352
1216,-10.198235535569093,1.7404202086481622
1217,-10.198177463375096,1.7143387769453253
1218,-10.198123294766075,1.6883194327141444
1219,-10.198055746746487,1.6624166061078283
1220,-10.197988024885065,1.6364251921170812
1221,-10.197926267638932,1.6103427649396365
1222,-10.197868000821014,1.5843276575646497
1223,-10.197796650738908,1.5584229461179528
1224,-10.197725308195931,1.5324303494809715
1225,-10.197660455275336,1.5063469581858193
1226,-10.197598723210112,1.480335841668553
1227,-10.197524091499595,1.4544291913036738
1228,-10.197449800944959,1.428435186464298
1229,-10.197382995336776,1.4023507146125198
1230,-10.197319190164933,1.3763434316928402
1231,-10.197242442382663,1.350435105304535
1232,-10.197166365229593,1.3244399048929292
1233,-10.19709891682451,1.2983545845979507
1234,-10.19703462547112,1.272350949673742
1235,-10.196957287834389,1.2464409861711332
1236,-10.196881013966621,1.2204443572886121
1237,-10.196814531356756,1.1943579934171709
1238,-10.196751228741793,1.168357713942713
1239,-10.196674810209643,1.1424464309840279
1240,-10.196597021330755,1.1164499562212724
1241,-10.196520737945633,1.0903637455318191
1242,-10.196446823126454,1.0643673112742003
1243,-10.196359336505031,1.0384544566099807
1244,-10.196273114375204,1.0124555169841474
1245,-10.19619698535638,0.9863675968890583
1246,-10.19612367401048,0.9603742721107511
1247,-10.196036956553698,0.9344603948611032
1248,-10.19595156576214,0.9084604003413959
1249,-10.195876118466057,0.8823718130358676
1250,-10.195803234622556,0.8563812270923845
1251,-10.195717055607627,0.8304663941356064
1252,-10.195629873296337,0.8044663885430493
1253,-10.19554430025794,0.7783778803184552
1254,-10.195460530177135,0.7523903506102858
1255,-10.195362962200088,0.7264746448857128
1256,-10.19526444091628,0.7004736344038264
1257,-10.195167521753532,0.6743845601920352
1258,-10.19507243100666,0.6483999993714248
1259,-10.194963122944507,0.6224834869939087
1260,-10.194852907640053,0.5964812779992184
1261,-10.194749164503708,0.570386633495128
1262,-10.194666965018813,0.5444013011997533
1263,-10.19458369268414,0.5184822481770163
1264,-10.19450110414003,0.4924783543632878
1265,-10.194422240773596,0.46638740939480716
1266,-10.194344448986007,0.4404059121121412
1267,-10.194253642913058,0.41448889102741576
1268,-10.194162013086167,0.388484320268325
1269,-10.194077141903465,0.3623884559558946
1270,-10.194013273435118,0.33640497768844463
1271,-10.193949231950489,0.31048567734669713
1272,-10.19388765392625,0.2844784467773534
1273,-10.193835907062212,0.25838581476905886
1274,-10.193785114731845,0.2324079181944157
1275,-10.193723495523983,0.2064905311641736
1276,-10.193660995538414,0.1804835546504212
1277,-10.193600718955008,0.15439151601356563
1278,-10.19354030904933,0.12841611277682516
1279,-10.193469106129776,0.10249828055684408
1280,-10.19339686473191,0.07649028734350147
1281,-10.193331678566205,0.050393065477114536
1282,-10.193285267418128,0.02441475893157881
1283,-10.193240632090731,-0.0015054231151846792
1284,-10.193195813925792,-0.027515007442211057
1285,-10.19315338041786,-0.053608271285631684
1286,-10.193110217051904,-0.0795795036407539
1287,-10.193058248515806,-0.1054982809294967
1288,-10.193005128588817,-0.13150871149720508
1289,-10.192959530435736,-0.15760697138295748
1290,-10.192931974764752,-0.1835819364951103
1291,-10.192907716731344,-0.20950333578763672
1292,-10.192885443028516,-0.23551654503385605
1293,-10.192874536369011,-0.26161133103076734
1294,-10.192864663977687,-0.2875763955654304
1295,-10.192847938066926,-0.3134966144849246
1296,-10.192830219616745,-0.339509531363084
1297,-10.192815454717136,-0.3656037244862343
1298,-10.1928003034111,-0.3915666273681105
1299,-10.192778271922666,-0.4174877556803552
1300,-10.192755199363846,-0.44350186649934453
1301,-10.192735277265188,-0.46959630806144576
1302,-10.19271394960617,-0.49555685916964665
1303,-10.192685989299235,-0.5214789023268702
1304,-10.192661031292424,-0.5474964047340195
1305,-10.19265401116289,-0.5735927008468658
1306,-10.192647908758575,-0.5995497666035904
1307,-10.19263622985395,-0.6254731405682334
1308,-10.192623431214791,-0.6514896954441264
1309,-10.192613891866152,-0.6775847360632319
1310,-10.192603530804435,-0.7035400805474278
1311,-10.192587137914945,-0.7294643120247029
1312,-10.192573734558838,-0.755484149746884
1313,-10.192577210223572,-0.7815797363447982
1314,-10.192583922236901,-0.8075302547550179
1315,-10.192586813566,-0.8334575964620031
1316,-10.192593736243406,-0.8594785717333191
1317,-10.192615231340547,-0.8855730624294892
1318,-10.192640000650552,-0.9115216006830188
1319,-10.192664049601701,-0.9374507704433869
1320,-10.192689072673776,-0.9634703780626849
1321,-10.192720416974176,-0.9895621330083931
1322,-10.192753184852476,-1.015509061596635
1323,-10.192785277615307,-1.0414388450299068
1324,-10.192818294184528,-1.0674596341130391
1325,-10.19285746544318,-1.093551703511727
1326,-10.192897898637998,-1.1194968944234192
1327,-10.192937928756509,-1.1454273853718564
1328,-10.1929787176765,-1.171449165553831
1329,-10.193025622878604,-1.197541343645362
1330,-10.193073361057607,-1.223484544340865
1331,-10.193121128330045,-1.2494163120526383
1332,-10.193169547868905,-1.2754392708941948
1333,-10.19322420478611,-1.3015315283259208
1334,-10.193278509191115,-1.3270434059438245
1335,-10.193340115086226,-1.3524438094201845
1336,-10.193408521691364,-1.3784632582844323
1337,-10.193482849400795,-1.4045553408315186
1338,-10.193559012773802,-1.4305026847130808
1339,-10.193635403352477,-1.456432239638532
1340,-10.193712569391629,-1.4824528833876587
1341,-10.19379572187015,-1.5085451507179701
1342,-10.193880260105034,-1.5344904377755262
1343,-10.19396538843095,-1.5604208023760333
1344,-10.19405134147288,-1.5864424573062388
1345,-10.194143466036977,-1.6125346969236953
1346,-10.19423659260071,-1.6384777021059307
1347,-10.194330574363187,-1.6644092759531581
1348,-10.19442543639127,-1.6904321170153824
1349,-10.194526695721267,-1.7165243616796184
1350,-10.194628688575268,-1.7424651374794966
1351,-10.19473169778701,-1.7683976581998126
1352,-10.194835658569065,-1.7944214994620962
1353,-10.194946237731216,-1.8205136132141142
1354,-10.195057214474282,-1.8464522439458932
1355,-10.195169379987837,-1.8723858820510153
1356,-10.195282584787766,-1.8984109045480348
1357,-10.195402636039413,-1.9245029378421448
1358,-10.195522595982526,-1.9504389849529826
1359,-10.195644059023198,-1.976373685354622
1360,-10.195766656444661,-2.002399691488989
1361,-10.195896353607859,-2.028491496832284
1362,-10.19602551810088,-2.0544247597329983
1363,-10.196156540586406,-2.0803605053114174
1364,-10.196285252713063,-2.106385896340148
1365,-10.196402168188554,-2.1324721577520234
1366,-10.196501436606077,-2.15840457205979
1367,-10.19660346893297,-2.184341913169095
1368,-10.196735600112332,-2.2103916867884905
1369,-10.19697967258134,-2.2365205902596754
1370,-10.19731291952954,-2.262481049221579
1371,-10.197730384513951,-2.288430258411036
1372,-10.198226897335259,-2.314473732859556
1373,-10.198801677392176,-2.3405783884070552
1374,-10.199426297047758,-2.3665015622833034
1375,-10.200107601826453,-2.392437148822276
1376,-10.200841598600434,-2.4184729617365006
1377,-10.201652764238684,-2.444570153211313
1378,-10.202514261452706,-2.4704771721668135
1379,-10.203467448137364,-2.4964245341374522
1380,-10.204585790958289,-2.522478724921278
1381,-10.205866780133578,-2.548575942509518
1382,-10.20726841323237,-2.5744354917061134
1383,-10.208809385174673,-2.600367364034323
1384,-10.210553729664063,-2.6263928052505343
1385,-10.212464609519143,-2.6524323920465704
1386,-10.214500464268562,-2.6782838003522875
1387,-10.21672914254773,-2.7041919365884333
1388,-10.219238386839628,-2.730180786867747
1389,-10.221982044996716,-2.7561400187279834
1390,-10.224937036820258,-2.781984704740793
1391,-10.228148463241507,-2.8077707829791305
1392,-10.231624085548525,-2.8336509953641484
1393,-10.235360526719695,-2.859487687284838
1394,-10.239306403990893,-2.885241723991135
1395,-10.243349381563542,-2.9101236236886283
1396,-10.247692493356965,-2.935353856349735
1397,-10.252274460092872,-2.9603405576315187
1398,-10.257134160408182,-2.9853512142883445
1399,-10.262078666480098,-3.0101342997052076
1400,-10.26713993660814,-3.0346592989149723
1401,-10.2724674127016,-3.0592831151364863
1402,-10.278020680286298,-3.083738592908685
1403,-10.283648892380162,-3.1077485371391558
1404,-10.287854358782967,-3.127154646949079
1405,-10.290500702935244,-3.1419854219519348
1406,-10.291940493792415,-3.152355576628118
1407,-10.292552010210613,-3.158360214995258
1408,-10.292770019144118,-3.1613101458132653
1409,-10.292800811275828,-3.161775173154506
1410,-10.292802594495921,-3.1617923486974133
1411,-10.292804450724637,-3.1618098262333465
1412,-10.29280634244715,-3.1618274668670843
1413,-10.292808265114061,-3.1618452458336614
1414,-10.292862946095232,-3.1627936336410745
1415,-10.293087018084638,-3.166872053285302
1416,-10.293398171599154,-3.174949747161455
1417,-10.293459759271979,-3.1900856259479076
1418,-10.292952121270984,-3.2117968455500483
1419,-10.292177052325737,-3.23616781731502
1420,-10.290952608012242,-3.261236116213235
1421,-10.289234172268639,-3.286361386314845
1422,-10.28693339612463,-3.3119058482889225
1423,-10.284033494579846,-3.337555633082195
1424,-10.280554702234236,-3.36321439419054
1425,-10.276541519439427,-3.3886812720343937
1426,-10.27203092665454,-3.4140119448768362
1427,-10.266969941198715,-3.4393463418183794
